level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	8	1	2	443	880	108	61	16.827888	La22-
5	1	1	8	1	3	615	892	280	118	45.226662	ars
5	1	1	8	1	4	918	869	180	64	35.049835	ea
5	1	1	8	1	5	1143	873	183	57	36.066521	ae
5	1	1	8	1	6	1355	891	326	51	0.000000	flrrictatal
5	1	1	8	1	7	1718	892	176	41	24.922138	(note
5	1	1	8	1	8	1907	884	148	47	21.944920	fad
3	1	1	9	0	0	409	954	1681	169	-1	
4	1	1	9	1	0	409	954	1574	169	-1	
5	1	1	9	1	1	409	1000	169	98	36.447121	ae
5	1	1	9	1	2	589	996	169	34	21.518539	22g)
5	1	1	9	1	3	805	998	57	33	10.317221	Pe
5	1	1	9	1	4	907	956	95	80	7.610788	ae.
5	1	1	9	1	5	1027	973	14	54	43.749481	4
5	1	1	9	1	6	1078	997	150	42	17.685623	(Eu
5	1	1	9	1	7	1253	1000	187	123	11.978054	ee
5	1	1	9	1	8	1450	978	130	50	13.488331	poe
5	1	1	9	1	9	1654	962	229	156	0.000000	——
5	1	1	9	1	10	1870	954	113	134	43.145233	Ga
3	1	1	10	0	0	407	1080	1683	49	-1	
4	1	1	10	1	0	407	1080	1683	46	-1	
5	1	1	10	1	1	407	1098	50	18	31.988525	es
5	1	1	10	1	2	468	1091	101	33	22.877932	Sener
5	1	1	10	1	3	709	1084	113	33	68.128731	ad
5	1	1	10	1	4	870	1076	70	60	0.000000	pola
5	1	1	10	1	5	956	1076	90	60	0.000000	tect
5	1	1	10	1	6	1090	1101	180	24	12.202969	t.falin
5	1	1	10	1	7	1309	1083	106	43	28.155731	Phe
5	1	1	10	1	8	1460	1080	335	43	3.438816	Cage
5	1	1	10	1	9	2084	1119	6	3	13.587160	.
3	1	1	11	0	0	334	1062	1756	180	-1	
4	1	1	11	1	0	334	1062	1756	180	-1	
5	1	1	11	1	1	334	1171	46	51	0.000000	f.
5	1	1	11	1	2	411	1086	564	137	29.563389	PU
5	1	1	11	1	3	1034	1062	202	176	22.614483	Py:
5	1	1	11	1	4	1267	1145	133	91	32.121082	Leis
5	1	1	11	1	5	1445	1197	123	22	14.027834	ii
5	1	1	11	1	6	1617	1194	145	28	40.170013	ge
5	1	1	11	1	7	2079	1164	7	82	86.458122	|
3	1	1	12	0	0	423	1349	1667	127	-1	
4	1	1	12	1	0	423	1349	1667	127	-1	
5	1	1	12	1	1	423	1366	30	54	27.693497	Gn
5	1	1	12	1	2	544	1399	99	22	22.401871	as
5	1	1	12	1	3	703	1380	158	47	54.571800	har
5	1	1	12	1	4	870	1389	58	30	21.741657	de
5	1	1	12	1	5	968	1372	479	59	39.558277	ea
5	1	1	12	1	6	1472	1364	192	112	35.930859	fo
5	1	1	12	1	7	1696	1349	140	73	44.118286	Me
5	1	1	12	1	8	2084	1418	6	3	70.604622	3
3	1	1	13	0	0	142	1453	1948	160	-1	
4	1	1	13	1	0	340	1453	1748	160	-1	
5	1	1	13	1	1	340	1474	43	54	10.391684	a
5	1	1	13	1	2	407	1465	284	148	1.031256	oo
5	1	1	13	1	3	882	1508	62	4	26.331377	ae
5	1	1	13	1	4	968	1455	228	141	29.849710	ose
5	1	1	13	1	5	1214	1487	31	92	0.000000	:
5	1	1	13	1	6	1243	1471	56	111	51.655659	)-
5	1	1	13	1	7	1349	1453	86	81	24.262209	re
5	1	1	13	1	8	1421	1479	47	55	38.121834	fy
5	1	1	13	1	9	1520	1458	238	124	29.372807	tating,
5	1	1	13	1	10	1784	1472	304	111	30.686932	a
3	1	1	14	0	0	129	1547	1959	145	-1	
4	1	1	14	1	0	471	1547	1617	145	-1	
5	1	1	14	1	1	471	1562	176	130	19.048901	aes
5	1	1	14	1	2	661	1556	23	133	18.779774	|
5	1	1	14	1	3	716	1556	287	133	17.418308	iar:
5	1	1	14	1	4	1039	1591	111	25	20.815445	Oi
5	1	1	14	1	5	1271	1575	185	39	30.940495	ee
5	1	1	14	1	6	1507	1557	62	53	0.000000	O
5	1	1	14	1	7	1612	1547	132	131	34.423019	fiez
5	1	1	14	1	8	1787	1582	56	35	48.563141	Kn
5	1	1	14	1	9	1870	1567	218	51	0.000000	deaeeendae
3	1	1	15	0	0	134	1643	1956	146	-1	
4	1	1	15	1	0	134	1643	1956	146	-1	
5	1	1	15	1	1	134	1671	2	34	91.708328	|
5	1	1	15	1	2	414	1662	221	127	28.295174	oo
5	1	1	15	1	3	640	1660	230	117	0.000000	ftnvies
5	1	1	15	1	4	855	1659	77	117	18.132133	ya
5	1	1	15	1	5	973	1649	243	75	26.440763	Mes
5	1	1	15	1	6	1254	1659	22	127	0.000000	F
5	1	1	15	1	7	1306	1659	370	127	0.000000	phsmenec
5	1	1	15	1	8	1688	1643	74	93	32.763676	os
5	1	1	15	1	9	1771	1656	248	129	36.355061	fo
3	1	1	16	0	0	419	1759	1671	127	-1	
4	1	1	16	1	0	419	1759	1671	127	-1	
5	1	1	16	1	1	419	1780	334	44	0.000000	Cewnherahe
5	1	1	16	1	2	792	1775	178	48	10.491772	bovlie
5	1	1	16	1	3	1032	1777	181	41	60.980286	Cola
5	1	1	16	1	4	1279	1762	83	124	16.834526	seas
5	1	1	16	1	5	1403	1762	311	124	0.000000	emacs
5	1	1	16	1	6	1762	1755	128	72	5.851707	fae
5	1	1	16	1	7	1950	1768	138	47	33.075447	ta
3	1	1	17	0	0	435	2048	1655	79	-1	
4	1	1	17	1	0	435	2048	1655	79	-1	
5	1	1	17	1	1	435	2075	163	41	30.751900	Load
5	1	1	17	1	2	626	2073	47	42	44.547459	Le
5	1	1	17	1	3	728	2074	220	49	0.000000	vial.
5	1	1	17	1	4	988	2089	39	25	61.820282	a.
5	1	1	17	1	5	1073	2065	230	49	0.000000	chuduat
5	1	1	17	1	6	1348	2078	271	38	0.000000	tistoZs
5	1	1	17	1	7	1672	2048	418	79	20.745325	be
3	1	1	18	0	0	125	2139	1965	150	-1	
4	1	1	18	1	0	125	2139	1965	150	-1	
5	1	1	18	1	1	125	2204	118	11	20.140276	a
5	1	1	18	1	2	426	2143	222	77	10.900354	os
5	1	1	18	1	3	703	2170	285	51	28.369379	Awmitles
5	1	1	18	1	4	1036	2157	315	67	0.000000	pon
5	1	1	18	1	5	1378	2148	149	141	29.703722	fire
5	1	1	18	1	6	1609	2148	130	141	43.671677	ti
5	1	1	18	1	7	1769	2139	151	129	14.159136	Sirat
5	1	1	18	1	8	1951	2139	139	129	0.000000	Alaala
3	1	1	19	0	0	361	2242	1729	110	-1	
4	1	1	19	1	0	361	2242	1729	110	-1	
5	1	1	19	1	1	361	2262	213	55	14.973173	Biles
5	1	1	19	1	2	643	2284	210	39	43.070213	Caan
5	1	1	19	1	3	904	2273	261	49	0.000000	tcnttaitlas
5	1	1	19	1	4	1218	2267	164	85	37.658791	tie
5	1	1	19	1	5	1399	2253	132	81	31.071049	fa
5	1	1	19	1	6	1551	2248	167	80	76.914612	atu.
5	1	1	19	1	7	1752	2242	338	78	17.074108	oan
