level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
3	1	10	1	0	0	1288	71	252	21	-1	
4	1	10	1	1	0	1288	71	252	21	-1	
5	1	10	1	1	1	1288	78	181	14	1.389294	Sopra
5	1	10	1	1	2	1345	66	24	35	0.000000	Dit
5	1	10	1	1	3	1383	78	71	14	0.000000	a2
5	1	10	1	1	4	1491	71	49	16	19.825888	|B
2	1	11	0	0	0	440	93	119	46	-1	
3	1	11	1	0	0	440	93	119	46	-1	
4	1	11	1	1	0	440	93	119	46	-1	
5	1	11	1	1	1	440	93	119	46	32.462143	——
2	1	12	0	0	0	557	110	143	8	-1	
3	1	12	1	0	0	557	110	143	8	-1	
4	1	12	1	1	0	557	110	143	8	-1	
5	1	12	1	1	1	557	110	143	8	6.239309	a
2	1	13	0	0	0	764	100	428	56	-1	
3	1	13	1	0	0	764	100	428	56	-1	
4	1	13	1	1	0	764	100	428	56	-1	
5	1	13	1	1	1	764	100	334	56	1.848211	FSS
5	1	13	1	1	2	1091	104	54	28	23.029156	‘ounerated
5	1	13	1	1	3	1149	104	10	28	94.518379	by
5	1	13	1	1	4	1165	104	8	28	63.033329	no
5	1	13	1	1	5	1179	104	13	28	46.716988	a.
2	1	14	0	0	0	1276	88	100	48	-1	
3	1	14	1	0	0	1276	88	298	48	-1	
4	1	14	1	1	0	1276	88	100	48	-1	
5	1	14	1	1	1	1276	88	100	48	11.702423	ae
2	1	15	0	0	0	300	141	64	8	-1	
3	1	15	1	0	0	300	141	64	8	-1	
4	1	15	1	1	0	300	141	64	8	-1	
5	1	15	1	1	1	296	130	28	28	34.744602	pes
5	1	15	1	1	2	338	130	26	28	40.861488	deo
2	1	16	0	0	0	549	128	136	10	-1	
3	1	16	1	0	0	549	128	136	10	-1	
4	1	16	1	1	0	549	128	136	10	-1	
5	1	16	1	1	1	545	119	38	28	46.892769	resout
5	1	16	1	1	2	589	119	45	28	0.000000	cexurnot
5	1	16	1	1	3	640	119	48	28	57.355240	[mone]
2	1	17	0	0	0	798	134	73	8	-1	
3	1	17	1	0	0	798	134	73	8	-1	
4	1	17	1	1	0	798	134	73	8	-1	
5	1	17	1	1	1	798	134	73	8	0.000000	muace
5	1	17	1	1	2	829	123	10	28	46.977558	0?
5	1	17	1	1	3	845	134	26	8	44.248421	a
2	1	18	0	0	0	1237	143	123	9	-1	
3	1	18	1	0	0	1237	143	123	9	-1	
4	1	18	1	1	0	1237	143	123	9	-1	
5	1	18	1	1	1	1237	143	123	9	72.519600	‘OCCUPATION
5	1	18	1	1	2	1295	132	18	28	91.119995	AND
5	1	18	1	1	3	1317	143	43	9	1.236362	INDUSTRY
2	1	19	0	0	0	1420	144	94	10	-1	
3	1	19	1	0	0	1420	144	94	10	-1	
4	1	19	1	1	0	1420	144	94	10	-1	
5	1	19	1	1	1	1416	134	59	28	0.000000	jacwoner]
5	1	19	1	1	2	1481	134	36	28	40.047302	ewe
2	1	20	0	0	0	78	163	12	8	-1	
3	1	20	1	0	0	78	163	12	8	-1	
4	1	20	1	1	0	78	163	12	8	-1	
5	1	20	1	1	1	78	163	12	8	15.677118	ih
2	1	21	0	0	0	224	139	62	18	-1	
3	1	21	1	0	0	224	139	62	18	-1	
4	1	21	1	1	0	224	139	62	18	-1	
5	1	21	1	1	1	224	139	62	18	24.726057	“Sima
2	1	22	0	0	0	287	149	62	8	-1	
3	1	22	1	0	0	287	149	62	8	-1	
4	1	22	1	1	0	287	149	62	8	-1	
5	1	22	1	1	1	283	137	42	28	16.127605	reales
5	1	22	1	1	2	327	137	26	28	44.479424	tony
2	1	23	0	0	0	376	132	77	50	-1	
3	1	23	1	0	0	376	132	77	50	-1	
4	1	23	1	1	0	376	132	77	50	-1	
5	1	23	1	1	1	376	132	77	50	22.340454	Berl
2	1	24	0	0	0	60	170	27	18	-1	
3	1	24	1	0	0	60	170	27	18	-1	
4	1	24	1	1	0	60	170	27	18	-1	
5	1	24	1	1	1	60	170	27	18	55.626694	BE
2	1	25	0	0	0	225	174	136	14	-1	
3	1	25	1	0	0	225	174	136	14	-1	
4	1	25	1	1	0	225	174	136	14	-1	
5	1	25	1	1	1	225	174	116	14	32.985672	Oma
2	1	26	0	0	0	395	166	39	15	-1	
3	1	26	1	0	0	395	166	39	15	-1	
4	1	26	1	1	0	395	166	39	15	-1	
5	1	26	1	1	1	380	158	54	23	19.239626	a
2	1	27	0	0	0	1419	154	94	28	-1	
3	1	27	1	0	0	1419	154	94	28	-1	
4	1	27	1	1	0	1419	154	94	28	-1	
5	1	27	1	1	1	1415	150	56	42	19.551334	eee)
5	1	27	1	1	2	1481	150	36	42	24.321766	Bast
2	1	28	0	0	0	442	135	663	63	-1	
3	1	28	1	0	0	442	135	663	63	-1	
4	1	28	1	1	0	442	135	663	63	-1	
5	1	28	1	1	1	442	127	177	80	36.103935	Lr
5	1	28	1	1	2	643	146	38	52	0.000000	0
5	1	28	1	1	3	691	149	260	67	3.828135	eee
5	1	28	1	1	4	997	135	108	82	28.806992	Se
2	1	29	0	0	0	1365	164	43	46	-1	
3	1	29	1	0	0	1365	164	43	46	-1	
4	1	29	1	1	0	1365	164	43	46	-1	
5	1	29	1	1	1	1365	164	43	46	36.123657	#|!
2	1	30	0	0	0	1477	189	59	11	-1	
3	1	30	1	0	0	1477	189	59	11	-1	
4	1	30	1	1	0	1477	189	59	11	-1	
5	1	30	1	1	1	1477	189	59	11	17.443380	yo
5	1	30	1	1	2	1522	179	17	28	28.965111	fol
2	1	31	0	0	0	404	201	4	5	-1	
3	1	31	1	0	0	404	201	4	5	-1	
4	1	31	1	1	0	404	201	4	5	-1	
5	1	31	1	1	1	404	201	4	5	66.432877	=
2	1	32	0	0	0	475	202	4	5	-1	
3	1	32	1	0	0	475	202	4	5	-1	
4	1	32	1	1	0	475	202	4	5	-1	
5	1	32	1	1	1	475	202	4	5	89.545593	=
2	1	33	0	0	0	504	202	89	7	-1	
3	1	33	1	0	0	504	202	89	7	-1	
4	1	33	1	1	0	504	202	89	7	-1	
5	1	33	1	1	1	504	202	89	15	21.367626	os
2	1	34	0	0	0	608	205	70	6	-1	
3	1	34	1	0	0	608	205	70	6	-1	
4	1	34	1	1	0	608	205	70	6	-1	
5	1	34	1	1	1	608	192	22	28	33.521046	ra
5	1	34	1	1	2	646	205	32	6	18.059473	ow
2	1	35	0	0	0	1016	185	108	22	-1	
3	1	35	1	0	0	1016	185	108	22	-1	
4	1	35	1	1	0	1016	185	108	22	-1	
5	1	35	1	1	1	1016	185	108	22	41.759491	[em
5	1	35	1	1	2	1100	181	11	33	60.116177	|
5	1	35	1	1	3	1116	181	12	33	10.658493	1
2	1	36	0	0	0	1053	213	72	6	-1	
3	1	36	1	0	0	1053	213	72	6	-1	
4	1	36	1	1	0	1053	213	72	6	-1	
5	1	36	1	1	1	1053	213	72	6	0.000000	atetet=
2	1	37	0	0	0	1113	139	242	84	-1	
3	1	37	1	0	0	1113	139	242	84	-1	
4	1	37	1	1	0	1113	139	242	84	-1	
5	1	37	1	1	1	1113	139	230	84	23.863503	=
5	1	37	1	1	2	1334	180	21	17	3.311634	_
2	1	38	0	0	0	1143	214	8	5	-1	
3	1	38	1	0	0	1143	214	8	5	-1	
4	1	38	1	1	0	1143	214	8	5	-1	
5	1	38	1	1	1	1143	214	8	5	94.102081	=
2	1	39	0	0	0	1422	197	93	17	-1	
3	1	39	1	0	0	1422	197	93	17	-1	
4	1	39	1	1	0	1422	197	93	17	-1	
5	1	39	1	1	1	1418	193	8	31	26.275148	©
5	1	39	1	1	2	1436	193	34	31	34.797359	lee]
5	1	39	1	1	3	1479	193	36	31	31.119217	El)
2	1	40	0	0	0	74	209	14	26	-1	
3	1	40	1	0	0	74	209	14	26	-1	
4	1	40	1	1	0	74	209	14	26	-1	
5	1	40	1	1	1	74	209	14	26	0.000000	ie
2	1	41	0	0	0	330	212	24	14	-1	
3	1	41	1	0	0	330	212	24	14	-1	
4	1	41	1	1	0	330	212	24	14	-1	
5	1	41	1	1	1	330	212	24	14	21.280006	cha
2	1	42	0	0	0	383	213	5	11	-1	
3	1	42	1	0	0	383	213	5	11	-1	
4	1	42	1	1	0	383	213	5	11	-1	
5	1	42	1	1	1	383	213	5	11	0.000000	D
2	1	43	0	0	0	581	218	16	10	-1	
3	1	43	1	0	0	581	218	16	10	-1	
4	1	43	1	1	0	581	218	16	10	-1	
5	1	43	1	1	1	581	218	16	10	44.872108	oe
2	1	44	0	0	0	605	215	11	15	-1	
3	1	44	1	0	0	605	215	11	15	-1	
4	1	44	1	1	0	605	215	11	15	-1	
5	1	44	1	1	1	605	215	11	15	0.000000	1M.
2	1	45	0	0	0	648	223	11	9	-1	
3	1	45	1	0	0	648	223	11	9	-1	
4	1	45	1	1	0	648	223	11	9	-1	
5	1	45	1	1	1	648	223	11	9	63.570141	A
2	1	46	0	0	0	985	228	4	5	-1	
3	1	46	1	0	0	985	228	4	5	-1	
4	1	46	1	1	0	985	228	4	5	-1	
5	1	46	1	1	1	985	228	4	5	19.238825	E
2	1	47	0	0	0	1402	219	27	7	-1	
3	1	47	1	0	0	1402	219	27	7	-1	
4	1	47	1	1	0	1402	219	27	7	-1	
5	1	47	1	1	1	1402	219	27	7	29.378033	oc
2	1	48	0	0	0	1478	221	57	7	-1	
3	1	48	1	0	0	1478	221	57	7	-1	
4	1	48	1	1	0	1478	221	57	7	-1	
5	1	48	1	1	1	1478	221	57	7	31.777534	sate
2	1	49	0	0	0	247	251	45	2	-1	
3	1	49	1	0	0	247	251	45	2	-1	
4	1	49	1	1	0	247	251	45	2	-1	
5	1	49	1	1	1	247	251	45	2	19.010563	amon
2	1	50	0	0	0	396	238	26	5	-1	
3	1	50	1	0	0	396	238	26	5	-1	
4	1	50	1	1	0	396	238	26	5	-1	
5	1	50	1	1	1	396	238	26	5	44.776478	te
2	1	51	0	0	0	563	233	54	15	-1	
3	1	51	1	0	0	563	233	54	15	-1	
4	1	51	1	1	0	563	233	54	15	-1	
5	1	51	1	1	1	563	233	54	15	0.000000	TAFEA?
5	1	51	1	1	2	615	229	5	25	53.817993	|
2	1	52	0	0	0	1016	243	4	3	-1	
3	1	52	1	0	0	1016	243	4	3	-1	
4	1	52	1	1	0	1016	243	4	3	-1	
5	1	52	1	1	1	1016	243	4	3	9.190073	7
2	1	53	0	0	0	1052	225	35	17	-1	
3	1	53	1	0	0	1052	225	35	17	-1	
4	1	53	1	1	0	1052	225	35	17	-1	
5	1	53	1	1	1	1052	221	17	27	17.769928	351
5	1	53	1	1	2	1079	231	8	11	12.771025	|
2	1	54	0	0	0	1111	231	63	11	-1	
3	1	54	1	0	0	1111	231	63	11	-1	
4	1	54	1	1	0	1111	231	63	11	-1	
5	1	54	1	1	1	1111	231	63	11	0.000000	pial
5	1	54	1	1	2	1139	223	15	28	0.000000	sf.
5	1	54	1	1	3	1158	231	16	11	1.281013	tu
2	1	55	0	0	0	1195	213	82	31	-1	
3	1	55	1	0	0	1195	213	82	31	-1	
4	1	55	1	1	0	1195	213	82	31	-1	
5	1	55	1	1	1	1195	213	82	31	7.949371	ia
2	1	56	0	0	0	322	250	38	12	-1	
3	1	56	1	0	0	322	250	38	12	-1	
4	1	56	1	1	0	322	250	38	12	-1	
5	1	56	1	1	1	322	250	38	12	3.536587	seth
2	1	57	0	0	0	1052	245	67	12	-1	
3	1	57	1	0	0	1052	245	67	12	-1	
4	1	57	1	1	0	1052	245	67	12	-1	
5	1	57	1	1	1	1052	245	12	10	0.000000	3s[
5	1	57	1	1	2	1076	237	14	28	24.029789	val
5	1	57	1	1	3	1097	237	22	28	24.744272	vi)
2	1	58	0	0	0	1148	250	4	7	-1	
3	1	58	1	0	0	1148	250	4	7	-1	
4	1	58	1	1	0	1148	250	4	7	-1	
5	1	58	1	1	1	1148	250	4	7	47.262745	Z
2	1	59	0	0	0	139	261	42	15	-1	
3	1	59	1	0	0	139	261	42	15	-1	
4	1	59	1	1	0	139	261	42	15	-1	
5	1	59	1	1	1	135	257	21	28	54.493607	49
5	1	59	1	1	2	163	257	21	28	43.146397	Ly:
2	1	60	0	0	0	291	272	39	11	-1	
3	1	60	1	0	0	291	272	39	11	-1	
4	1	60	1	1	0	291	272	39	11	-1	
5	1	60	1	1	1	291	272	39	11	33.640343	aA
2	1	61	0	0	0	441	266	38	14	-1	
3	1	61	1	0	0	441	266	38	14	-1	
4	1	61	1	1	0	441	266	38	14	-1	
5	1	61	1	1	1	441	266	38	14	0.000000	TEA
2	1	62	0	0	0	562	248	39	28	-1	
3	1	62	1	0	0	562	248	39	28	-1	
4	1	62	1	1	0	562	248	39	28	-1	
5	1	62	1	1	1	562	248	39	28	34.530273	as}
2	1	63	0	0	0	589	277	32	7	-1	
3	1	63	1	0	0	589	277	32	7	-1	
4	1	63	1	1	0	589	277	32	7	-1	
5	1	63	1	1	1	585	265	9	28	13.824625	za
5	1	63	1	1	2	603	277	18	7	42.944988	a
2	1	64	0	0	0	1051	259	50	15	-1	
3	1	64	1	0	0	1051	259	50	15	-1	
4	1	64	1	1	0	1051	259	50	15	-1	
5	1	64	1	1	1	1051	264	10	8	0.000000	sl
5	1	64	1	1	2	1076	259	14	15	0.000000	yl
2	1	65	0	0	0	1156	261	36	14	-1	
3	1	65	1	0	0	1156	261	36	14	-1	
4	1	65	1	1	0	1156	261	36	14	-1	
5	1	65	1	1	1	1156	261	36	14	27.210861	lel?
2	1	66	0	0	0	1223	271	31	5	-1	
3	1	66	1	0	0	1223	271	31	5	-1	
4	1	66	1	1	0	1223	271	31	5	-1	
5	1	66	1	1	1	1223	271	31	5	23.021049	bates
2	1	67	0	0	0	1268	260	135	18	-1	
3	1	67	1	0	0	1268	260	135	18	-1	
4	1	67	1	1	0	1268	260	135	18	-1	
5	1	67	1	1	1	1268	260	41	17	0.000000	13s
5	1	67	1	1	2	1326	273	20	5	26.123184	fon
5	1	67	1	1	3	1357	258	46	20	27.947926	(sy
2	1	68	0	0	0	1424	274	10	5	-1	
3	1	68	1	0	0	1424	274	10	5	-1	
4	1	68	1	1	0	1424	274	10	5	-1	
5	1	68	1	1	1	1424	274	10	5	34.794270	ial
2	1	69	0	0	0	1573	280	10	4	-1	
3	1	69	1	0	0	1573	280	10	4	-1	
4	1	69	1	1	0	1573	280	10	4	-1	
5	1	69	1	1	1	1573	280	10	4	60.119926	a
2	1	70	0	0	0	317	285	46	11	-1	
3	1	70	1	0	0	317	285	46	11	-1	
4	1	70	1	1	0	317	285	46	11	-1	
5	1	70	1	1	1	317	285	46	11	24.412254	Jet
2	1	71	0	0	0	981	273	172	36	-1	
3	1	71	1	0	0	981	273	172	36	-1	
4	1	71	1	1	0	981	273	172	36	-1	
5	1	71	1	1	1	981	277	36	16	31.644592	Malden
5	1	71	1	1	2	1039	275	28	15	40.735813	Aas)
5	1	71	1	1	3	1076	270	14	29	35.660633	26!
5	1	71	1	1	4	1095	284	6	10	66.761879	v
5	1	71	1	1	5	1107	270	18	29	31.424866	gas
5	1	71	1	1	6	1133	291	3	3	86.075493	|
5	1	71	1	1	7	1133	273	20	36	61.382874	fat
2	1	72	0	0	0	554	302	44	17	-1	
3	1	72	1	0	0	554	302	44	17	-1	
4	1	72	1	1	0	554	302	44	17	-1	
5	1	72	1	1	1	554	302	44	17	21.175585	Lest
2	1	73	0	0	0	643	309	30	10	-1	
3	1	73	1	0	0	643	309	30	10	-1	
4	1	73	1	1	0	643	309	30	10	-1	
5	1	73	1	1	1	643	309	30	10	22.214199	ie
5	1	73	1	1	2	660	299	3	28	17.251415	|
2	1	74	0	0	0	1050	295	82	16	-1	
3	1	74	1	0	0	1050	295	82	16	-1	
4	1	74	1	1	0	1050	295	82	16	-1	
5	1	74	1	1	1	1050	299	16	11	56.790672	49!
5	1	74	1	1	2	1074	295	15	15	5.380545	a4l
5	1	74	1	1	3	1096	302	6	6	57.404690	v
5	1	74	1	1	4	1106	300	26	11	22.362862	Wet!
2	1	75	0	0	0	1156	279	233	50	-1	
3	1	75	1	0	0	1156	279	233	50	-1	
4	1	75	1	1	0	1156	279	233	50	-1	
5	1	75	1	1	1	1156	279	97	50	33.938641	Hac
5	1	75	1	1	2	1267	281	82	45	37.427353	ae
5	1	75	1	1	3	1356	283	33	24	32.865318	(ee
2	1	76	0	0	0	1395	286	37	25	-1	
3	1	76	1	0	0	1395	286	37	25	-1	
4	1	76	1	1	0	1395	286	37	25	-1	
5	1	76	1	1	1	1395	286	37	25	37.595173	hfe
2	1	77	0	0	0	379	325	46	8	-1	
3	1	77	1	0	0	379	325	46	8	-1	
4	1	77	1	1	0	379	325	46	8	-1	
5	1	77	1	1	1	379	325	46	8	47.958267	inde
2	1	78	0	0	0	456	319	58	16	-1	
3	1	78	1	0	0	456	319	58	16	-1	
4	1	78	1	1	0	456	319	58	16	-1	
5	1	78	1	1	1	456	319	7	12	38.740974	Won
5	1	78	1	1	2	495	320	19	15	50.610252	tt
2	1	79	0	0	0	554	324	44	13	-1	
3	1	79	1	0	0	554	324	44	13	-1	
4	1	79	1	1	0	554	324	44	13	-1	
5	1	79	1	1	1	554	320	24	25	53.035896	ie}
5	1	79	1	1	2	581	320	17	25	70.683441	42}
2	1	80	0	0	0	1052	312	48	14	-1	
3	1	80	1	0	0	1052	312	48	14	-1	
4	1	80	1	1	0	1052	312	48	14	-1	
5	1	80	1	1	1	1052	313	15	13	43.616814	aq
5	1	80	1	1	2	1074	312	26	14	46.628281	atly
2	1	81	0	0	0	1139	313	36	16	-1	
3	1	81	1	0	0	1139	313	36	16	-1	
4	1	81	1	1	0	1139	313	36	16	-1	
5	1	81	1	1	1	1139	313	36	16	28.072475	warn
2	1	82	0	0	0	789	330	76	13	-1	
3	1	82	1	0	0	789	330	76	13	-1	
4	1	82	1	1	0	789	330	76	13	-1	
5	1	82	1	1	1	789	330	76	13	0.000000	haath
2	1	83	0	0	0	916	337	52	7	-1	
3	1	83	1	0	0	916	337	52	7	-1	
4	1	83	1	1	0	916	337	52	7	-1	
5	1	83	1	1	1	916	337	52	7	26.566769	tthe.
2	1	84	0	0	0	1052	330	184	26	-1	
3	1	84	1	0	0	1052	330	184	26	-1	
4	1	84	1	1	0	1052	330	184	26	-1	
5	1	84	1	1	1	1052	330	32	16	0.000000	alia
5	1	84	1	1	2	1092	338	6	8	55.806953	ty
5	1	84	1	1	3	1110	331	38	16	0.000000	bral
5	1	84	1	1	4	1155	330	16	26	26.814537	Me
5	1	84	1	1	5	1187	340	49	9	46.332497	ae
2	1	85	0	0	0	580	360	11	8	-1	
3	1	85	1	0	0	580	360	11	8	-1	
4	1	85	1	1	0	580	360	11	8	-1	
5	1	85	1	1	1	580	360	11	8	46.965523	33
2	1	86	0	0	0	664	359	11	7	-1	
3	1	86	1	0	0	664	359	11	7	-1	
4	1	86	1	1	0	664	359	11	7	-1	
5	1	86	1	1	1	664	359	11	7	17.738466	Ms
2	1	87	0	0	0	667	366	13	4	-1	
3	1	87	1	0	0	667	366	13	4	-1	
4	1	87	1	1	0	667	366	13	4	-1	
5	1	87	1	1	1	667	366	13	4	21.925058	144)
2	1	88	0	0	0	724	363	15	7	-1	
3	1	88	1	0	0	724	363	15	7	-1	
4	1	88	1	1	0	724	363	15	7	-1	
5	1	88	1	1	1	724	363	15	7	33.742775	“4,
2	1	89	0	0	0	897	348	91	15	-1	
3	1	89	1	0	0	897	348	91	15	-1	
4	1	89	1	1	0	897	348	91	15	-1	
5	1	89	1	1	1	897	354	75	9	20.579735	pte
5	1	89	1	1	2	982	348	6	10	0.000000	ff
2	1	90	0	0	0	1092	340	64	40	-1	
3	1	90	1	0	0	1092	340	64	40	-1	
4	1	90	1	1	0	1092	340	64	40	-1	
5	1	90	1	1	1	1092	341	11	30	26.244650	v.
5	1	90	1	1	2	1118	340	23	40	40.955372	lu
5	1	90	1	1	3	1150	347	6	14	75.256271	|
2	1	91	0	0	0	1192	357	69	10	-1	
3	1	91	1	0	0	1192	357	69	10	-1	
4	1	91	1	1	0	1192	357	69	10	-1	
5	1	91	1	1	1	1192	357	69	10	0.000000	Moree
2	1	92	0	0	0	1460	305	52	58	-1	
3	1	92	1	0	0	1460	305	52	58	-1	
4	1	92	1	1	0	1460	305	52	58	-1	
5	1	92	1	1	1	1460	305	52	58	23.308369	te
2	1	93	0	0	0	288	371	28	12	-1	
3	1	93	1	0	0	288	371	28	12	-1	
4	1	93	1	1	0	288	371	28	12	-1	
5	1	93	1	1	1	288	371	28	12	41.198433	mn
2	1	94	0	0	0	416	362	160	26	-1	
3	1	94	1	0	0	416	362	160	26	-1	
4	1	94	1	1	0	416	362	160	26	-1	
5	1	94	1	1	1	416	379	10	4	17.711067	=
5	1	94	1	1	2	554	362	22	24	46.686302	baal
2	1	95	0	0	0	578	377	56	12	-1	
3	1	95	1	0	0	578	377	56	12	-1	
4	1	95	1	1	0	578	377	56	12	-1	
5	1	95	1	1	1	574	369	19	28	44.166855	leo
5	1	95	1	1	2	597	369	15	28	44.166855	|™
5	1	95	1	1	3	618	369	16	28	59.256264	be
2	1	96	0	0	0	661	373	18	15	-1	
3	1	96	1	0	0	661	373	18	15	-1	
4	1	96	1	1	0	661	373	18	15	-1	
5	1	96	1	1	1	661	373	18	15	36.264820	Ife:
2	1	97	0	0	0	1057	365	31	13	-1	
3	1	97	1	0	0	1057	365	31	13	-1	
4	1	97	1	1	0	1057	365	31	13	-1	
5	1	97	1	1	1	1057	366	9	11	41.753277	él
5	1	97	1	1	2	1071	361	11	25	28.641533	sa
5	1	97	1	1	3	1087	365	1	13	51.837196	|
2	1	98	0	0	0	1217	370	29	11	-1	
3	1	98	1	0	0	1217	370	29	11	-1	
4	1	98	1	1	0	1217	370	29	11	-1	
5	1	98	1	1	1	1217	370	29	11	59.818443	ater
2	1	99	0	0	0	1303	346	92	45	-1	
3	1	99	1	0	0	1303	346	92	45	-1	
4	1	99	1	1	0	1303	346	92	45	-1	
5	1	99	1	1	1	1303	346	92	45	18.559208	rata
2	1	100	0	0	0	301	388	30	9	-1	
3	1	100	1	0	0	301	388	30	9	-1	
4	1	100	1	1	0	301	388	30	9	-1	
5	1	100	1	1	1	301	392	4	5	53.512070	a
5	1	100	1	1	2	321	388	10	9	70.029434	Zi
2	1	101	0	0	0	563	395	70	11	-1	
3	1	101	1	0	0	563	395	70	11	-1	
4	1	101	1	1	0	563	395	70	11	-1	
5	1	101	1	1	1	563	395	70	11	0.000000	lar
5	1	101	1	1	2	596	386	5	28	0.000000	l
5	1	101	1	1	3	605	386	10	28	59.497177	ig
5	1	101	1	1	4	619	386	17	28	27.952648	be
2	1	102	0	0	0	660	391	43	17	-1	
3	1	102	1	0	0	660	391	43	17	-1	
4	1	102	1	1	0	660	391	43	17	-1	
5	1	102	1	1	1	660	391	43	17	8.219671	Wel,
2	1	103	0	0	0	788	383	24	10	-1	
3	1	103	1	0	0	788	383	24	10	-1	
4	1	103	1	1	0	788	383	24	10	-1	
5	1	103	1	1	1	788	383	24	10	40.509075	bes
2	1	104	0	0	0	871	384	94	12	-1	
3	1	104	1	0	0	871	384	94	12	-1	
4	1	104	1	1	0	871	384	94	12	-1	
5	1	104	1	1	1	871	393	4	1	37.397785	|
5	1	104	1	1	2	888	384	77	12	0.000000	Lenten
2	1	105	0	0	0	986	382	114	17	-1	
3	1	105	1	0	0	986	382	114	17	-1	
4	1	105	1	1	0	986	382	114	17	-1	
5	1	105	1	1	1	986	388	49	11	0.000000	dalitahs|
5	1	105	1	1	2	1050	382	15	12	58.416576	331
5	1	105	1	1	3	1072	373	16	31	67.993637	241
5	1	105	1	1	4	1093	387	7	7	48.337517	¥
2	1	106	0	0	0	1303	369	96	48	-1	
3	1	106	1	0	0	1303	369	96	48	-1	
4	1	106	1	1	0	1303	369	96	48	-1	
5	1	106	1	1	1	1303	369	53	48	33.992096	an
5	1	106	1	1	2	1364	381	27	26	33.294979	78351
5	1	106	1	1	3	1393	392	6	23	34.458805	i
2	1	107	0	0	0	1362	346	86	91	-1	
3	1	107	1	0	0	1362	346	86	91	-1	
4	1	107	1	1	0	1362	346	86	91	-1	
5	1	107	1	1	1	1362	346	86	91	34.245110	ae
2	1	108	0	0	0	1470	392	14	13	-1	
3	1	108	1	0	0	1470	392	14	13	-1	
4	1	108	1	1	0	1470	392	14	13	-1	
5	1	108	1	1	1	1470	392	14	13	32.804771	te
2	1	109	0	0	0	663	411	10	10	-1	
3	1	109	1	0	0	663	411	10	10	-1	
4	1	109	1	1	0	663	411	10	10	-1	
5	1	109	1	1	1	663	411	10	10	8.390579	I,
2	1	110	0	0	0	983	400	49	12	-1	
3	1	110	1	0	0	983	400	49	12	-1	
4	1	110	1	1	0	983	400	49	12	-1	
5	1	110	1	1	1	983	400	49	12	0.000000	Ui
5	1	110	1	1	2	1009	393	12	28	0.000000	da
5	1	110	1	1	3	1023	393	12	28	0.000000	ah
2	1	111	0	0	0	1051	399	49	13	-1	
3	1	111	1	0	0	1051	399	49	13	-1	
4	1	111	1	1	0	1051	399	49	13	-1	
5	1	111	1	1	1	1051	399	14	12	0.000000	ssl
5	1	111	1	1	2	1074	402	26	10	0.000000	oaly
2	1	112	0	0	0	1103	384	25	32	-1	
3	1	112	1	0	0	1103	384	25	32	-1	
4	1	112	1	1	0	1103	384	25	32	-1	
5	1	112	1	1	1	1103	384	25	32	32.203049	ee
2	1	113	0	0	0	1132	365	85	53	-1	
3	1	113	1	0	0	1132	365	85	53	-1	
