level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
2	1	29	0	0	0	732	1560	271	117	-1	
3	1	29	1	0	0	732	1560	271	117	-1	
4	1	29	1	1	0	732	1560	271	117	-1	
5	1	29	1	1	1	732	1577	130	42	23.092213	Doe
5	1	29	1	1	2	863	1560	140	117	0.000000	~—
2	1	30	0	0	0	1507	1418	583	263	-1	
3	1	30	1	0	0	1507	1418	583	263	-1	
4	1	30	1	1	0	1507	1418	583	263	-1	
5	1	30	1	1	1	1507	1482	238	199	5.386066	Ll
5	1	30	1	1	2	1784	1418	306	200	7.860756	ofp
2	1	31	0	0	0	418	1555	322	137	-1	
3	1	31	1	0	0	418	1555	322	137	-1	
4	1	31	1	1	0	418	1555	322	137	-1	
5	1	31	1	1	1	418	1555	322	137	26.042833	REI
2	1	32	0	0	0	414	1578	385	250	-1	
3	1	32	1	0	0	414	1578	385	250	-1	
4	1	32	1	1	0	414	1578	385	250	-1	
5	1	32	1	1	1	414	1578	205	250	53.440010	fon
5	1	32	1	1	2	680	1582	119	206	33.577545	a
2	1	33	0	0	0	946	1562	270	159	-1	
3	1	33	1	0	0	946	1562	270	159	-1	
4	1	33	1	1	0	946	1562	270	159	-1	
5	1	33	1	1	1	946	1562	136	154	1.454382	si
5	1	33	1	1	2	1094	1687	20	41	16.665840	ie
5	1	33	1	1	3	1141	1691	21	30	46.279831	2
5	1	33	1	1	4	1172	1687	18	41	37.793125	By
5	1	33	1	1	5	1178	1702	38	14	1.679592	a
2	1	34	0	0	0	1845	1680	172	36	-1	
3	1	34	1	0	0	1845	1680	172	36	-1	
4	1	34	1	1	0	1845	1680	172	36	-1	
5	1	34	1	1	1	1845	1697	26	19	94.222534	a
5	1	34	1	1	2	1890	1680	127	36	31.823616	ea
2	1	35	0	0	0	640	1671	292	102	-1	
3	1	35	1	0	0	640	1671	292	102	-1	
4	1	35	1	1	0	640	1671	292	102	-1	
5	1	35	1	1	1	640	1671	292	118	13.447800	ERTS
2	1	36	0	0	0	1258	1600	85	182	-1	
3	1	36	1	0	0	1258	1600	85	182	-1	
4	1	36	1	1	0	1258	1600	85	182	-1	
5	1	36	1	1	1	1258	1600	85	182	0.000000	,
2	1	37	0	0	0	1364	1674	723	212	-1	
3	1	37	1	0	0	1364	1674	726	212	-1	
4	1	37	1	1	0	1364	1674	723	212	-1	
5	1	37	1	1	1	1364	1674	226	212	18.784542	joe
5	1	37	1	1	2	1617	1792	97	24	48.383400	ot)
5	1	37	1	1	3	1762	1786	64	26	49.237007	£0
5	1	37	1	1	4	1838	1755	71	71	69.501015	ad
5	1	37	1	1	5	1950	1755	137	71	23.839912	tage
2	1	38	0	0	0	442	1889	220	31	-1	
3	1	38	1	0	0	442	1889	220	31	-1	
4	1	38	1	1	0	442	1889	220	31	-1	
5	1	38	1	1	1	442	1896	23	24	47.572601	Oo
5	1	38	1	1	2	507	1889	155	31	0.000000	(F+ad
2	1	39	0	0	0	779	1793	336	136	-1	
3	1	39	1	0	0	779	1793	336	136	-1	
4	1	39	1	1	0	779	1793	336	136	-1	
5	1	39	1	1	1	779	1793	336	136	13.589516	pees
2	1	40	0	0	0	357	1960	41	58	-1	
3	1	40	1	0	0	357	1960	41	58	-1	
4	1	40	1	1	0	357	1960	41	58	-1	
5	1	40	1	1	1	357	1960	41	58	0.000000	_
2	1	41	0	0	0	516	1986	154	27	-1	
3	1	41	1	0	0	516	1986	154	27	-1	
4	1	41	1	1	0	516	1986	154	27	-1	
5	1	41	1	1	1	516	1986	154	27	12.945290	C2222
2	1	42	0	0	0	742	1955	1136	70	-1	
3	1	42	1	0	0	742	1955	1348	70	-1	
4	1	42	1	1	0	742	1955	1136	70	-1	
5	1	42	1	1	1	742	1984	181	39	0.000000	A2z%7Q4e
5	1	42	1	1	2	958	2000	76	16	0.000000	Cee
5	1	42	1	1	3	1086	1975	88	48	27.841387	eS
5	1	42	1	1	4	1213	1958	76	67	0.000000	0é
5	1	42	1	1	5	1335	1958	146	67	66.876549	Lott
5	1	42	1	1	6	1542	1958	198	67	28.427509	bate
5	1	42	1	1	7	1776	1955	102	60	45.666534	a
2	1	43	0	0	0	391	2139	965	142	-1	
3	1	43	1	0	0	391	2139	965	142	-1	
4	1	43	1	1	0	391	2139	965	142	-1	
5	1	43	1	1	1	391	2139	257	142	0.000000	Locvnroe
5	1	43	1	1	2	703	2170	285	51	25.210213	Ae
5	1	43	1	1	3	1032	2172	200	61	38.791180	acy
5	1	43	1	1	4	1275	2190	81	44	91.321861	ad
2	1	44	0	0	0	1483	2148	607	91	-1	
3	1	44	1	0	0	1483	2143	607	96	-1	
4	1	44	1	1	0	1483	2148	607	91	-1	
5	1	44	1	1	1	1483	2152	259	78	65.227226	—
5	1	44	1	1	2	2025	2148	65	91	66.516647	ha
2	1	45	0	0	0	1399	2248	381	157	-1	
3	1	45	1	0	0	1399	2248	381	157	-1	
4	1	45	1	1	0	1399	2248	381	157	-1	
5	1	45	1	1	1	1399	2248	381	157	18.332281	one
2	1	46	0	0	0	2087	2242	3	40	-1	
3	1	46	1	0	0	2087	2242	3	40	-1	
4	1	46	1	1	0	2087	2242	3	40	-1	
5	1	46	1	1	1	2087	2242	3	40	35.718735	|
2	1	47	0	0	0	1372	2399	128	5	-1	
3	1	47	1	0	0	1372	2399	128	5	-1	
4	1	47	1	1	0	1372	2399	128	5	-1	
5	1	47	1	1	1	1372	2399	128	5	11.996517	————————
