level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	1	23	7	1072	917	22	12	15.656147	ia
4	1	1	1	24	0	62	879	1485	82	-1	
5	1	1	1	24	1	62	879	49	18	41.631107	fae)
5	1	1	1	24	2	306	880	53	52	40.738106	ore
5	1	1	1	24	3	371	880	48	52	9.731264	woo
5	1	1	1	24	4	444	903	40	16	16.339569	ee
5	1	1	1	24	5	501	886	22	33	32.726349	a
5	1	1	1	24	6	544	887	40	34	44.572826	VA
5	1	1	1	24	7	634	904	41	18	27.473354	no
5	1	1	1	24	8	874	925	95	21	5.545082	[POOP
5	1	1	1	24	9	974	917	56	48	22.232800	(20774
5	1	1	1	24	10	1042	917	48	48	48.556595	FREER
5	1	1	1	24	11	1108	930	58	17	18.178186	AA
5	1	1	1	24	12	1211	943	27	9	0.000000	VORP
5	1	1	1	24	13	1278	941	99	11	31.624851	S71
4	1	1	1	25	0	58	895	1505	100	-1	
5	1	1	1	25	1	58	899	7	39	22.029247	|
5	1	1	1	25	2	97	895	14	34	40.448021	a
5	1	1	1	25	3	131	896	117	35	36.723515	(ate
5	1	1	1	25	4	301	930	5	3	36.552505	at
5	1	1	1	25	5	362	910	64	76	33.937298	Popa
5	1	1	1	25	6	444	910	102	76	18.200388	eae
5	1	1	1	25	7	653	922	20	36	30.110188	a
5	1	1	1	25	8	697	924	71	36	28.513885	ee
5	1	1	1	25	9	792	910	77	76	29.814991	ering
5	1	1	1	25	10	887	910	71	76	36.585144	on
5	1	1	1	25	11	982	910	77	76	7.585354	open
5	1	1	1	25	12	1109	948	55	34	26.555904	ore
5	1	1	1	25	13	1179	943	7	39	32.946129	a
5	1	1	1	25	14	1183	963	47	6	33.907593	rer
5	1	1	1	25	15	1284	964	2	3	43.186359	ka
5	1	1	1	25	16	1349	958	80	27	12.906752	fH
5	1	1	1	25	17	1510	953	53	42	37.079678	ts).
4	1	1	1	26	0	46	934	1528	90	-1	
5	1	1	1	26	1	46	940	64	21	22.417450	ees
5	1	1	1	26	2	131	934	377	37	21.435194	eee
5	1	1	1	26	3	616	965	59	44	33.776436	79°79
5	1	1	1	26	4	681	971	23	21	32.741737	A
5	1	1	1	26	5	736	965	82	44	36.227917	Fa
5	1	1	1	26	6	879	965	41	44	31.813492	PY
5	1	1	1	26	7	934	979	96	19	33.044151	Pe
5	1	1	1	26	8	1465	1023	5	1	0.000000	;
5	1	1	1	26	9	1564	1015	10	9	0.000000	E
4	1	1	1	27	0	45	959	1524	94	-1	
5	1	1	1	27	1	45	959	6	13	47.981907	‘|
5	1	1	1	27	2	97	965	13	15	6.806221	SSS
5	1	1	1	27	3	217	955	62	73	27.849083	eee
5	1	1	1	27	4	308	955	44	73	37.245312	ee
5	1	1	1	27	5	387	955	38	73	31.574841	ec
5	1	1	1	27	6	442	955	98	73	19.057331	rege
5	1	1	1	27	7	570	955	55	73	19.197874	ares
5	1	1	1	27	8	667	987	56	22	8.219891	be
5	1	1	1	27	9	740	989	53	22	34.348717	Se
5	1	1	1	27	10	870	990	153	63	15.968552	epee
5	1	1	1	27	11	1038	1000	126	35	24.972000	Hie
5	1	1	1	27	12	1253	990	174	63	43.140530	ete
5	1	1	1	27	13	1463	1007	106	40	19.213171	tg
4	1	1	1	28	0	59	968	1489	90	-1	
5	1	1	1	28	1	59	968	4	29	34.768219	1
5	1	1	1	28	2	97	983	13	10	23.322763	A
5	1	1	1	28	3	130	982	72	17	15.530300	See
5	1	1	1	28	4	232	978	117	58	30.094109	rere
5	1	1	1	28	5	396	988	51	17	24.313129	ae
5	1	1	1	28	6	469	990	54	22	22.201672	eae
5	1	1	1	28	7	536	991	25	16	17.057858	ay
5	1	1	1	28	8	575	991	64	32	14.775925	at
5	1	1	1	28	9	667	978	54	58	0.000000	Are
5	1	1	1	28	10	739	978	30	58	9.094343	Dee
5	1	1	1	28	11	788	978	83	58	0.000000	eveeen
5	1	1	1	28	12	894	978	94	58	32.632195	een
5	1	1	1	28	13	1017	1006	43	37	0.000000	fed
5	1	1	1	28	14	1131	1032	3	2	16.862278	?
5	1	1	1	28	15	1286	1035	262	23	5.970697	STC
5	1	1	1	28	16	1480	1023	20	39	26.080399	a
4	1	1	1	29	0	28	996	1519	100	-1	
5	1	1	1	29	1	28	1002	34	15	41.741302	ul
5	1	1	1	29	2	97	1000	12	22	28.268042	8
5	1	1	1	29	3	130	1000	63	33	6.788712	So
5	1	1	1	29	4	242	1001	51	35	0.000000	ie
5	1	1	1	29	5	326	996	100	100	32.995457	aren
5	1	1	1	29	6	459	1007	67	33	12.846565	as
5	1	1	1	29	7	667	1008	245	56	0.000000	eer
5	1	1	1	29	8	1009	996	72	100	24.928465	lee
5	1	1	1	29	9	1159	1034	109	51	36.178864	ee
5	1	1	1	29	10	1292	996	93	100	36.782578	eee
5	1	1	1	29	11	1451	1057	96	35	32.763821	ee
