level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	8	1	1	8	293	109	14	9	96.971817	for
5	1	8	1	1	9	311	112	16	6	96.971817	use
5	1	8	1	1	10	332	109	9	9	96.922119	in
5	1	8	1	1	11	346	110	34	11	95.595299	testing
5	1	8	1	1	12	385	111	48	10	96.942909	computer
5	1	8	1	1	13	438	112	56	10	96.150017	recognition
5	1	8	1	1	14	499	111	10	9	96.947754	of
5	1	8	1	1	15	513	111	25	9	96.864914	hand
5	1	8	1	1	16	543	112	36	10	96.099983	printed
5	1	8	1	1	17	585	112	42	8	96.099983	numbers
2	1	9	0	0	0	35	121	413	14	-1	
3	1	9	1	0	0	35	121	413	14	-1	
4	1	9	1	1	0	35	121	413	14	-1	
5	1	9	1	1	1	35	121	17	10	70.649124	and
5	1	9	1	1	2	57	121	35	10	89.911690	letters,
5	1	9	1	1	3	98	122	31	9	96.559471	Please
5	1	9	1	1	4	134	123	24	10	96.787086	print
5	1	9	1	1	5	163	122	16	9	96.968567	the
5	1	9	1	1	6	183	122	46	12	95.954109	following
5	1	9	1	1	7	233	122	51	10	90.107773	characters
5	1	9	1	1	8	288	123	10	9	90.107773	in
5	1	9	1	1	9	302	123	16	9	96.859093	the
5	1	9	1	1	10	322	123	28	9	88.972656	boxes
5	1	9	1	1	11	355	123	20	9	91.136818	that
5	1	9	1	1	12	380	127	34	8	96.127174	appear
5	1	9	1	1	13	419	124	29	9	96.457222	below.
2	1	10	0	0	0	55	135	94	11	-1	
3	1	10	1	0	0	55	135	94	11	-1	
4	1	10	1	1	0	55	135	94	11	-1	
5	1	10	1	1	1	55	135	94	11	83.161903	9123456789
2	1	11	0	0	0	244	136	93	11	-1	
3	1	11	1	0	0	244	136	93	11	-1	
4	1	11	1	1	0	244	136	93	11	-1	
5	1	11	1	1	1	244	136	93	11	80.678894	0123456789
2	1	12	0	0	0	431	138	94	10	-1	
3	1	12	1	0	0	431	138	94	10	-1	
4	1	12	1	1	0	431	138	94	10	-1	
5	1	12	1	1	1	431	138	94	10	91.494339	0123456789
2	1	13	0	0	0	38	157	136	15	-1	
3	1	13	1	0	0	38	157	136	15	-1	
4	1	13	1	1	0	38	157	136	15	-1	
5	1	13	1	1	1	38	157	136	15	3.966665	OLA3YSO7E7
2	1	14	0	0	0	232	148	317	25	-1	
3	1	14	1	0	0	232	148	317	25	-1	
4	1	14	1	1	0	232	148	317	25	-1	
5	1	14	1	1	1	232	154	96	17	16.039057	0/23¢56
5	1	14	1	1	2	334	153	39	16	34.824329	78?
5	1	14	1	1	3	376	144	10	35	84.374245	|
5	1	14	1	1	4	397	148	81	25	46.983318	[_0/23
5	1	14	1	1	5	485	156	64	15	0.000000	SBE,
2	1	15	0	0	0	202	181	24	9	-1	
3	1	15	1	0	0	202	181	24	9	-1	
4	1	15	1	1	0	202	181	24	9	-1	
5	1	15	1	1	1	202	181	24	9	80.489342	3152
2	1	16	0	0	0	304	182	29	9	-1	
3	1	16	1	0	0	304	182	29	9	-1	
4	1	16	1	1	0	304	182	29	9	-1	
5	1	16	1	1	1	304	182	29	9	63.628277	30759
2	1	17	0	0	0	419	183	34	9	-1	
3	1	17	1	0	0	419	183	34	9	-1	
4	1	17	1	1	0	419	183	34	9	-1	
5	1	17	1	1	1	419	183	34	9	57.944561	60041
2	1	18	0	0	0	180	192	64	26	-1	
3	1	18	1	0	0	180	192	64	26	-1	
4	1	18	1	1	0	180	192	64	26	-1	
5	1	18	1	1	1	180	192	64	26	1.143036	[ezs2
2	1	19	0	0	0	280	191	80	29	-1	
3	1	19	1	0	0	280	191	80	29	-1	
4	1	19	1	1	0	280	191	80	29	-1	
5	1	19	1	1	1	280	191	80	29	0.000000	[ae2e7
2	1	20	0	0	0	397	192	96	28	-1	
3	1	20	1	0	0	397	192	96	28	-1	
4	1	20	1	1	0	397	192	96	28	-1	
5	1	20	1	1	1	397	192	96	28	42.551136	[460977
2	1	21	0	0	0	139	226	24	9	-1	
3	1	21	1	0	0	139	226	24	9	-1	
4	1	21	1	1	0	139	226	24	9	-1	
5	1	21	1	1	1	139	226	24	9	77.938248	4586
2	1	22	0	0	0	357	227	34	9	-1	
3	1	22	1	0	0	357	227	34	9	-1	
4	1	22	1	1	0	357	227	34	9	-1	
5	1	22	1	1	1	357	227	34	9	65.257912	832656.
2	1	23	0	0	0	227	226	62	33	-1	
3	1	23	1	0	0	227	226	62	33	-1	
4	1	23	1	1	0	227	226	62	33	-1	
5	1	23	1	1	1	227	226	62	33	37.182259	33103
2	1	24	0	0	0	349	242	86	18	-1	
3	1	24	1	0	0	349	242	86	18	-1	
4	1	24	1	1	0	349	242	86	18	-1	
5	1	24	1	1	1	349	242	86	18	0.000000	SF265%
2	1	25	0	0	0	537	229	27	30	-1	
3	1	25	1	0	0	537	229	27	30	-1	
4	1	25	1	1	0	537	229	27	30	-1	
5	1	25	1	1	1	537	229	27	30	20.864834	#2
2	1	26	0	0	0	30	225	53	58	-1	
3	1	26	1	0	0	30	225	53	58	-1	
4	1	26	1	1	0	30	225	53	58	-1	
5	1	26	1	1	1	30	225	53	58	21.688919	=
2	1	27	0	0	0	113	238	73	42	-1	
3	1	27	1	0	0	113	238	73	42	-1	
4	1	27	1	1	0	113	238	73	42	-1	
5	1	27	1	1	1	113	238	73	42	15.123281	a
2	1	28	0	0	0	273	272	34	9	-1	
3	1	28	1	0	0	273	272	34	9	-1	
4	1	28	1	1	0	273	272	34	9	-1	
5	1	28	1	1	1	273	272	34	9	67.260399	419219
2	1	29	0	0	0	43	287	44	17	-1	
3	1	29	1	0	0	43	287	44	17	-1	
4	1	29	1	1	0	43	287	44	17	-1	
5	1	29	1	1	1	43	287	44	17	4.853325	28
2	1	30	0	0	0	143	288	65	19	-1	
3	1	30	1	0	0	143	288	65	19	-1	
4	1	30	1	1	0	143	288	65	19	-1	
5	1	30	1	1	1	143	288	65	19	12.305956	GOS39
2	1	31	0	0	0	264	289	81	19	-1	
3	1	31	1	0	0	264	289	81	19	-1	
4	1	31	1	1	0	264	289	81	19	-1	
5	1	31	1	1	1	264	289	81	19	0.000000	P7ZEYEA
2	1	32	0	0	0	453	273	25	33	-1	
3	1	32	1	0	0	453	273	25	33	-1	
4	1	32	1	1	0	453	273	25	33	-1	
5	1	32	1	1	1	453	273	25	33	78.917915	2
2	1	33	0	0	0	514	273	47	35	-1	
3	1	33	1	0	0	514	273	47	35	-1	
4	1	33	1	1	0	514	273	47	35	-1	
5	1	33	1	1	1	514	273	47	35	38.059715	2a
2	1	34	0	0	0	54	315	41	13	-1	
3	1	34	1	0	0	54	315	41	13	-1	
4	1	34	1	1	0	54	315	41	13	-1	
5	1	34	1	1	1	54	315	41	13	14.334974	$1738
5	1	34	1	1	2	86	311	12	26	14.334974	_
2	1	35	0	0	0	171	316	35	9	-1	
3	1	35	1	0	0	171	316	35	9	-1	
4	1	35	1	1	0	171	316	35	9	-1	
5	1	35	1	1	1	171	316	35	9	74.958900	729658
2	1	36	0	0	0	367	317	11	9	-1	
3	1	36	1	0	0	367	317	11	9	-1	
4	1	36	1	1	0	367	317	11	9	-1	
5	1	36	1	1	1	367	317	11	9	12.758713	1B.
2	1	37	0	0	0	437	317	17	9	-1	
3	1	37	1	0	0	437	317	17	9	-1	
4	1	37	1	1	0	437	317	17	9	-1	
5	1	37	1	1	1	437	317	17	9	89.103622	300
2	1	38	0	0	0	521	318	23	9	-1	
3	1	38	1	0	0	521	318	23	9	-1	
4	1	38	1	1	0	521	318	23	9	-1	
5	1	38	1	1	1	521	318	23	9	70.514954	5716
2	1	39	0	0	0	55	315	23	34	-1	
3	1	39	1	0	0	55	315	23	34	-1	
4	1	39	1	1	0	55	315	23	34	-1	
5	1	39	1	1	1	55	315	23	34	48.077068	an
2	1	40	0	0	0	93	333	16	15	-1	
3	1	40	1	0	0	93	333	16	15	-1	
4	1	40	1	1	0	93	333	16	15	-1	
5	1	40	1	1	1	93	333	16	15	0.000000	&
2	1	41	0	0	0	171	334	89	16	-1	
3	1	41	1	0	0	171	334	89	16	-1	
4	1	41	1	1	0	171	334	89	16	-1	
5	1	41	1	1	1	171	336	41	14	34.266933	OGG
5	1	41	1	1	2	220	334	40	16	65.014854	SE
2	1	42	0	0	0	419	334	36	17	-1	
3	1	42	1	0	0	419	334	36	17	-1	
4	1	42	1	1	0	419	334	36	17	-1	
5	1	42	1	1	1	419	334	36	17	30.301441	BPO
2	1	43	0	0	0	503	338	48	13	-1	
3	1	43	1	0	0	503	338	48	13	-1	
4	1	43	1	1	0	503	338	48	13	-1	
5	1	43	1	1	1	503	338	48	13	31.159649	STE
2	1	44	0	0	0	30	325	22	28	-1	
3	1	44	1	0	0	30	325	22	28	-1	
4	1	44	1	1	0	30	325	22	28	-1	
5	1	44	1	1	1	30	325	22	28	42.955097	[6
2	1	45	0	0	0	56	360	34	9	-1	
3	1	45	1	0	0	56	360	34	9	-1	
4	1	45	1	1	0	56	360	34	9	-1	
5	1	45	1	1	1	56	360	34	9	57.225456	100334.
2	1	46	0	0	0	356	329	28	24	-1	
3	1	46	1	0	0	356	329	28	24	-1	
4	1	46	1	1	0	356	329	28	24	-1	
5	1	46	1	1	1	356	329	28	24	43.584045	7
2	1	47	0	0	0	401	362	23	9	-1	
3	1	47	1	0	0	401	362	23	9	-1	
4	1	47	1	1	0	401	362	23	9	-1	
5	1	47	1	1	1	401	362	23	9	83.517876	4234
2	1	48	0	0	0	503	363	29	9	-1	
3	1	48	1	0	0	503	363	29	9	-1	
4	1	48	1	1	0	503	363	29	9	-1	
5	1	48	1	1	1	503	363	29	9	60.738846	46002
2	1	49	0	0	0	37	375	96	20	-1	
3	1	49	1	0	0	37	375	96	20	-1	
4	1	49	1	1	0	37	375	96	20	-1	
5	1	49	1	1	1	37	375	96	20	32.068615	LOBBY
2	1	50	0	0	0	237	357	145	48	-1	
3	1	50	1	0	0	237	357	145	48	-1	
4	1	50	1	1	0	237	357	145	48	-1	
5	1	50	1	1	1	237	361	25	31	50.221577	%
5	1	50	1	1	2	305	357	48	48	5.765285	Z25]
5	1	50	1	1	3	380	374	2	23	91.138527	|
2	1	51	0	0	0	406	379	41	17	-1	
3	1	51	1	0	0	406	379	41	17	-1	
4	1	51	1	1	0	406	379	41	17	-1	
5	1	51	1	1	1	406	379	41	17	0.000000	BIL
2	1	52	0	0	0	491	381	66	13	-1	
3	1	52	1	0	0	491	381	66	13	-1	
4	1	52	1	1	0	491	381	66	13	-1	
5	1	52	1	1	1	491	381	66	13	64.562843	46002
2	1	53	0	0	0	55	405	247	15	-1	
3	1	53	1	0	0	55	405	247	15	-1	
4	1	53	1	1	0	55	405	247	15	-1	
5	1	53	1	1	1	55	405	247	15	18.148050	gyxlakpdebtsirumwfajenhocy
2	1	54	0	0	0	45	424	448	22	-1	
3	1	54	1	0	0	45	424	448	22	-1	
4	1	54	1	1	0	45	424	448	22	-1	
5	1	54	1	1	1	45	419	20	31	11.180906	QV
5	1	54	1	1	2	61	424	159	22	11.180906	xhaN
5	1	54	1	1	3	149	419	22	31	69.680588	fi
5	1	54	1	1	4	244	425	249	19	0.000000	sbfzrugwlolenhorw
2	1	55	0	0	0	55	453	316	12	-1	
3	1	55	1	0	0	55	453	316	12	-1	
4	1	55	1	1	0	55	453	316	12	-1	
5	1	55	1	1	1	55	453	316	12	85.473907	ZXSBNGECMYWQTKFLUOHPIRVDJA
2	1	56	0	0	0	65	473	439	18	-1	
3	1	56	1	0	0	65	473	439	18	-1	
4	1	56	1	1	0	65	473	439	18	-1	
5	1	56	1	1	1	65	473	439	18	46.215595	XSBUGECMYWRTKFLYOHP/RY
5	1	56	1	1	2	458	469	48	30	85.713692	DIA
2	1	57	0	0	0	34	500	244	12	-1	
3	1	57	1	0	0	34	500	244	12	-1	
4	1	57	1	1	0	34	500	244	12	-1	
5	1	57	1	1	1	34	491	29	28	88.066818	Please
5	1	57	1	1	2	69	491	24	28	96.711914	print
5	1	57	1	1	3	97	491	15	28	96.711914	the
5	1	57	1	1	4	118	500	46	12	96.871071	following
5	1	57	1	1	5	167	491	20	28	96.932579	text
5	1	57	1	1	6	193	491	8	28	96.901794	in
5	1	57	1	1	7	207	491	15	28	96.703682	the
5	1	57	1	1	8	228	491	17	28	96.743507	box
5	1	57	1	1	9	249	501	29	9	96.189522	below:
2	1	58	0	0	0	34	514	592	14	-1	
3	1	58	1	0	0	34	514	592	14	-1	
4	1	58	1	1	0	34	514	592	14	-1	
5	1	58	1	1	1	34	514	18	11	93.521683	We,
5	1	58	1	1	2	59	514	15	9	96.860077	the
5	1	58	1	1	3	81	514	33	12	95.232384	People
5	1	58	1	1	4	119	514	11	9	95.232384	of
5	1	58	1	1	5	135	514	16	9	96.899452	the
5	1	58	1	1	6	157	514	33	10	91.434006	United
5	1	58	1	1	7	196	514	34	12	91.434006	States,
5	1	58	1	1	8	237	515	9	9	89.396927	in
5	1	58	1	1	9	252	515	26	9	89.396927	order
5	1	58	1	1	10	284	516	10	8	96.948929	to
5	1	58	1	1	11	300	515	24	9	95.592857	form
5	1	58	1	1	12	329	518	6	6	93.057854	a
5	1	58	1	1	13	340	518	25	7	95.125214	more
5	1	58	1	1	14	371	516	35	11	92.598328	perfect
5	1	58	1	1	15	412	516	33	11	92.598328	Union,
5	1	58	1	1	16	451	516	45	9	96.059143	establish
5	1	58	1	1	17	501	516	39	12	96.679611	Justice,
5	1	58	1	1	18	546	517	30	9	95.689682	insure
5	1	58	1	1	19	582	517	44	9	89.638275	domestic
2	1	59	0	0	0	33	528	189	12	-1	
3	1	59	1	0	0	33	528	189	12	-1	
4	1	59	1	1	0	33	528	189	12	-1	
5	1	59	1	1	1	33	528	59	12	84.162872	‘Tranquility,
5	1	59	1	1	2	98	528	37	12	96.622086	provide
5	1	59	1	1	3	140	528	14	9	96.622086	for
5	1	59	1	1	4	159	528	16	10	96.334282	the
5	1	59	1	1	5	180	531	42	7	86.066093	common
2	1	60	0	0	0	34	542	560	12	-1	
3	1	60	1	0	0	34	542	560	12	-1	
4	1	60	1	1	0	34	542	560	12	-1	
5	1	60	1	1	1	34	542	45	9	21.357336	curselves
5	1	60	1	1	2	83	542	18	9	96.958603	and
5	1	60	1	1	3	106	545	16	6	96.375504	our
5	1	60	1	1	4	127	544	47	10	96.623840	posterity,
5	1	60	1	1	5	179	542	12	10	96.899864	do
5	1	60	1	1	6	195	543	32	9	96.899864	ordain
5	1	60	1	1	7	231	543	19	9	96.959595	and
5	1	60	1	1	8	254	543	44	10	84.738640	establish
5	1	60	1	1	9	303	543	18	10	95.057129	this
5	1	60	1	1	10	325	543	93	10	93.978867	CONSTITUTION
5	1	60	1	1	11	423	544	13	9	96.985054	for
5	1	60	1	1	12	441	544	16	9	96.000374	the
5	1	60	1	1	13	462	544	33	10	96.000374	United
5	1	60	1	1	14	500	544	31	10	96.876534	States
5	1	60	1	1	15	536	534	10	28	95.810310	of
5	1	60	1	1	16	549	545	45	9	87.227379	America.
2	1	61	0	0	0	267	529	360	13	-1	
3	1	61	1	0	0	267	529	360	13	-1	
4	1	61	1	1	0	267	529	360	13	-1	
5	1	61	1	1	1	267	536	2	4	26.406860	»
5	1	61	1	1	2	274	530	42	11	91.979980	Promote
5	1	61	1	1	3	321	529	16	10	96.962440	the
5	1	61	1	1	4	342	529	36	12	94.456367	general
5	1	61	1	1	5	383	530	41	11	94.456367	Welfare,
5	1	61	1	1	6	430	530	18	9	95.506058	and
5	1	61	1	1	7	453	533	31	6	95.506058	secure
5	1	61	1	1	8	489	530	16	10	96.439018	the
5	1	61	1	1	9	510	531	46	11	96.058746	Blessings
5	1	61	1	1	10	561	531	10	9	96.985939	of
5	1	61	1	1	11	575	531	36	11	89.107864	Liberty
5	1	61	1	1	12	617	532	10	8	96.650627	to
2	1	62	0	0	0	38	567	555	25	-1	
3	1	62	1	0	0	38	567	555	25	-1	
4	1	62	1	1	0	38	567	555	25	-1	
5	1	62	1	1	1	38	570	34	16	95.806778	We,
5	1	62	1	1	2	82	570	43	14	64.842285	The
5	1	62	1	1	3	136	567	74	24	0.249538	Peohhe
5	1	62	1	1	4	220	574	22	13	88.751717	of
5	1	62	1	1	5	252	573	37	14	63.486141	the
5	1	62	1	1	6	297	576	75	16	23.448391	Umpey
5	1	62	1	1	7	386	573	116	19	0.000000	SleP=s,/1
5	1	62	1	1	8	509	575	84	14	35.606655	orderfo
2	1	63	0	0	0	47	590	241	23	-1	
3	1	63	1	0	0	47	590	241	23	-1	
4	1	63	1	1	0	47	590	241	23	-1	
5	1	63	1	1	1	47	597	36	10	15.164967	orm
5	1	63	1	1	2	90	597	12	9	15.164967	a
5	1	63	1	1	3	112	595	59	12	84.260330	more
5	1	63	1	1	4	187	595	38	18	55.129948	per
5	1	63	1	1	5	230	590	58	17	55.129948	feet
2	1	64	0	0	0	297	586	303	31	-1	
3	1	64	1	0	0	297	586	303	31	-1	
4	1	64	1	1	0	297	586	303	31	-1	
5	1	64	1	1	1	297	596	73	21	0.378237	Daior,
5	1	64	1	1	2	383	594	110	17	83.600815	establish
5	1	64	1	1	3	502	586	98	29	38.698215	Sustie,
2	1	65	0	0	0	36	610	206	20	-1	
3	1	65	1	0	0	36	610	206	20	-1	
4	1	65	1	1	0	36	610	206	20	-1	
5	1	65	1	1	1	36	615	75	15	0.000000	yrsore
5	1	65	1	1	2	123	610	119	18	51.026802	domestic
2	1	66	0	0	0	257	615	343	22	-1	
3	1	66	1	0	0	257	615	343	22	-1	
4	1	66	1	1	0	257	615	343	22	-1	
5	1	66	1	1	1	257	611	148	30	39.845997	Trangoility,
5	1	66	1	1	2	415	611	78	30	78.660286	Provide
5	1	66	1	1	3	508	616	35	13	47.990833	for
5	1	66	1	1	4	578	617	22	8	40.661377	The
2	1	67	0	0	0	34	631	392	22	-1	
3	1	67	1	0	0	34	631	392	22	-1	
4	1	67	1	1	0	34	631	392	22	-1	
5	1	67	1	1	1	34	637	90	12	27.013130	lJ2ommon
5	1	67	1	1	2	137	631	122	21	72.181595	Defens<
5	1	67	1	1	3	250	627	10	30	60.920734	)
5	1	67	1	1	4	269	636	101	17	93.148438	promote
5	1	67	1	1	5	383	635	43	18	65.836800	fre
2	1	68	0	0	0	455	633	162	21	-1	
3	1	68	1	0	0	455	633	162	21	-1	
4	1	68	1	1	0	455	633	162	21	-1	
5	1	68	1	1	1	455	641	65	11	36.547207	enerve
5	1	68	1	1	2	527	639	14	12	85.448082	L
5	1	68	1	1	3	548	633	69	21	46.469147	Welfare
2	1	69	0	0	0	34	652	571	24	-1	
3	1	69	1	0	0	34	652	571	24	-1	
4	1	69	1	1	0	34	652	571	24	-1	
5	1	69	1	1	1	34	655	32	13	88.114174	land
5	1	69	1	1	2	77	654	83	14	9.084663	Secure
5	1	69	1	1	3	168	652	45	15	10.669584	tee
5	1	69	1	1	4	226	655	122	19	0.000000	BlesssHys
5	1	69	1	1	5	369	654	25	15	91.731560	of
5	1	69	1	1	6	402	657	91	19	7.497787	kiberty
5	1	69	1	1	7	505	657	32	14	80.202362	Fo
5	1	69	1	1	8	552	660	53	12	26.652174	ovr—
2	1	70	0	0	0	34	675	519	22	-1	
3	1	70	1	0	0	34	675	519	22	-1	
4	1	70	1	1	0	34	675	519	22	-1	
5	1	70	1	1	1	34	675	75	14	71.034683	Selves
5	1	70	1	1	2	120	676	47	11	33.395615	ana
5	1	70	1	1	3	181	678	39	10	19.703922	oor
5	1	70	1	1	4	232	676	129	21	37.175209	CosteniTy
5	1	70	1	1	5	371	689	2	8	40.299141	,
5	1	70	1	1	6	382	675	27	17	96.337753	do
5	1	70	1	1	7	422	676	76	15	92.871773	ordain
5	1	70	1	1	8	509	677	44	16	90.185318	ang
2	1	71	0	0	0	36	694	506	24	-1	
3	1	71	1	0	0	36	694	506	24	-1	
4	1	71	1	1	0	36	694	506	24	-1	
5	1	71	1	1	1	36	695	177	20	21.041803	establish-tnis
5	1	71	1	1	2	235	700	44	17	0.000000	Gon
5	1	71	1	1	3	287	690	137	33	0.000000	sTITOTION
5	1	71	1	1	4	445	697	40	15	68.293236	Fer
5	1	71	1	1	5	495	694	47	18	49.331642	rhe
2	1	72	0	0	0	37	721	412	23	-1	
3	1	72	1	0	0	37	721	412	23	-1	
4	1	72	1	1	0	37	721	412	23	-1	
5	1	72	1	1	1	37	725	85	18	86.834930	Unted
5	1	72	1	1	2	142	723	96	21	9.502525	Sates
5	1	72	1	1	3	254	723	35	17	95.101906	of
5	1	72	1	1	4	308	721	141	21	32.534485	America.
